text,Rating,tokens
"poor service small dimly lit rooms definitely not worth money, hotel far luxury class, bathrooms poorly designed relation bedroom tiny, room not inbetween nights, overall rooms uncomfortable,  ",3,32
"excellent hotel, great stay, love white linens clean, great looking friendly staff, phillipe thanks recommending townhall, great pictures chair,  ",5,25
"not stay tiny rooms..bathrooms size closet wife asked not sit particular couch seating, asked couple enjoying glass wine response reservation sit, amazing, not mention stopped entering questioned room staying save money stay nice.if bar wait 30 minutes half martini 12 rudely insulted super hip brand new hairstyle bartender,  ",1,54
"worthless usually stay campton place decided clift try change scenery, service not level hotel purports high level, rooms decent, food bad, n't available porter bags, concierge gave inaccurate information missed breakfast, n't, return campton place level service high food great,  ",2,48
"stylish reasonable base review price paid think got cracking deal paying 140 night 4 nights, place ultra cool rooms not huge beautifully designed entire hotel, ignore review says park sf 10 going rate overnight 29 whilst 40 valet parking not cheap n't exhorbitant sf standards, hotel great union square just 5 minute walk flat unusual sf great bar attracts great good city, staff helpful overall no complaints whatsoever,  ",5,73
"avoid dump, carpets ripped doors kicked poorly repaired disgustingly dirty smelly carpets yeah right microwave bookshelf, not stay out-dated brochure shows pics world not dump,  ",1,28
"romantic hotel hotel nothing special romantic, ceiling fan low profile light gave nice glow bed, bathroom feature allowing relaxing bath, noise hoped n't unbearable, location great block away cable cars,  ",3,35
"good location nice close shopping union square big plus, average,  ",3,12
"excellent hotel great location lovely boutique hotel great location, right union square, half block cable car great restaurants, service excellent took great care making restaurant reservations shuttle arrangements general area info, boutique hotel like kensington park anyday stay not just number,  ",4,46
"great hotel location union square stay great 6 people total 3 rooms, room little different, enjoyed location close union square shopping just cable car away wharf, staff friendly helpful, definately stay returning sf,  ",4,38
"great time city week family stayed kensington park hotel san francisco, time hotel visit city, wonderful time service incredible, given fantastic directions wonderfulsuggestions places, recommended hotel 2 friends mother law know picky, sure soon, thanks wonderful stay hansens,  ",5,45
"great boutique hotel enjoyed 4 nights kensington park hotel, staff not make stay comfortable pleasant, location excellent room charming, sherry tea offered guests foyer afternoon nice touch.we definitely returning,  ",5,33
"reservation not mean stay family reserved confirmed rooms, reconfirmed rooms starting trip, arrived offered check daughter late arrival assured room assigned provided room number, arrived joined displaced travelers sent property, instead nice room reserved sleeping bed folded wall, profound disappointment loss quality family time difficult schedule, apologetic no management staff available resolve problem,  ",1,60
"affordable great location guest hotel times years pleasurable stay great value, location unbeatable, just block union square walking distance shopping well-known restaurants theater bart cable cars.the rooms eleventh floor little bit expensive come extra amenities like bathrobes cd players continental breakfast nearby cafe, bob concierge character willing help, stay rooms hotel quieter fabulous view city, no not modern hotel city updated clean wonderful theater adjacent farallon restaurant best sf,  ",4,75
"probably value money hotel stayed stayed 3 years ago nothing impressed place, location unbeatable price fab, think paid just 100 clean cozy room sf bargain, rest hotel agree reviewers said classy san fransisco staff friendly helpfull, special note bob concierge remember visit, stay heartbeat,  ",5,50
"great hotel beaten path recently stayed pacific heights gem, room excellent breakfast big skip lunch able pick hotel wi-fi room, stayed wedding night san fran 20th anniversary really happy, bus lines n't deal tourists street busy-ness downtown, staff took great care definitely stay return,  ",5,49
"great experience special thanks darlene beautiful room fireplace, comforting nestled bed watch flickering flames fireplace.i recommend queen anne sure return,  ",4,22
"great place stay s.f, regular hotel san francisco, used relatively years trip happy queen anne just welcoming comfortable remembered, fact great residential neighborhood somewhat main tourist track big plus,  ",5,33
"bags character really great hotel draped red velvet antique furniture oil paintings, sherry afternoon nice touch, staff helpful definitely,  ",4,22
"great service family 5 year old twins, great stay, room smallish expected san francisco staff outstanding, decor lovely location slightly noisy,  ",5,25
"exceptional venue white swan inn wonderful place clean comfortable rooms friendly helpful staff exceptional gourmet breakfast wine hors d'ouevres receptions everyday outstanding location right heart san francisco easy access cable car, recommend venue definitely return future,  ",5,38
"loved room fireplace in-room gas fireplace comes flip switch perfect chilly san francisco evenings location ca n't beat 2 1/2 blocks union square cable cars, free continental breakfast rate free afternoon wine snacks perfect way recharge heading evening activities, throw nightly turn service helpful staff n't ask make white swan inn choice future stays,  ",5,57
"great hotel value husband stayed white swan inn days.the room outdated little needs updated clean neat, staff friendly helpful.the breakfast good, unfortunately wine cheese afternoon, quietness want quiet not come san francisco street noise mornings.we definitely come white swan inn try sister hotels,  ",4,47
"not good hoped wife not happy hotel, no air-conditioning noise rooms poor.for money pay 240.00 n't consider hotel worthy price asked.the breakfast just adequate.if want quiet comfortable hotel stay not recommend place,  ",1,34
"pretty good value family recently spent 2 nights white swan inn, staff gracious helpful rooms little dated musty, money good place stay think gone notches visit,  ",3,29
"perfect way, no rating category high delightful boutique hotel, way expectations, not space place justice, room wonderful having fireplace use june treat, desk staff helpful time needed, wine reception evening real treat gourmet continental breakfast, pull hotel does not look particularly impressive outside, just wait, worth penny spend stay, conveniently located, took car garage trolley bus access nearby, search place stay san francisco,  ",5,76
"white swan regular sf staying white swan 2-4 times year past years favorite jdv hotel daughter sf neighborhood lambourne closed, disappointed.the entire staff manager desk staff kitchen staff maintenance staff friendly helpful, way hospitable informative, morning breakfast superb far chain hotel continental manufactured fare, evening wine/cheese/salads reception generous relaxing.the location just market square excellent.if looking chain hotel experience warm welcoming wonderful small inn choice,  ",5,69
"unique fun change pace, stayed white swann 3 nights february loved, breakfasts great lots choices fresh fruit quiche croissants, rooms different fun daughter loved bears ended taking home, evening wine social nice time meet relax, hotel close cable cars union square, easy, tip muni 3 day pass buses cable cars, save tons transportation. 18 days great deal.you not disappoitnted white swann inn,  ",5,72
"unexpected charm inner city recently spent 2 days white swan inn.the hot breakfast delicious evening wine reception nice way unwind day hiking hills san francisco, room quiet considering inn location busy street, no traffic noise birds courtyard started cooing 5 a.m,  ",5,44
"relaxing accomodating-nice atmosphere stayed night obvious great close convenient hide-away place interested staying close major downtown s. f. sites points, room clean spacious appointed-no upsetting surprizes disappointments, ca n't beat fireplace unwinding, maintained older building age adds character place, staff gracious welcoming, price right, definitely hope return someday,  ",5,55
"enjoyed stay wonderful stay white swan inn, location convenient union square chinatown cable cars, room lovely clean quiet, enjoyed breakfast especially french toast morning, staff pleasant helpful somewhat busy times, definitely stay, atmosphere small hotel like large chain,  ",5,45
"friendly staff husband stayed nights conference st. francis, hotel does quaintness area breakfast wine cheese hour cute, elevators did not work, room good size bathroom did mold tile tub, good sized dressing room, fireplace great room nice romantic feel, mattress little firm husband noted faint mothball smell did not, short walk union sqare steep, nice touch complimentay soft drinks water split champagne room, thought good value stay time,  ",4,78
"okay not choice stayed white swan petite auberge sister property past not years, quite disappointed recent stay especially compared stay 4 sisters inn.the staff varied indifferent excellent, room attractive dusty bathroom especially corners towel bars etc., turndown service 3 nights, noisy bed sagged middle.the morning breakfast good not like used, time stay,  ",2,58
"excellent service, boyfriend just recently vacation n. california, san francisco stayed white swan, really wish hotels trip matched service quality white swan, bell boy andy, excellent enthusiastic giving recommendations, great location hotel close cable car union square, definitely recommend place friends family,  ",5,50
"fabulous white swan inn wonderfull inn awsome decorating large room best breakfast included rate ask, downstairs living rooms spacious appointed free sodas water wine cheese daily, n't ask nicer hotel staff, close san francisco reasonable rates, inn wife returning, n't asked better,  ",5,48
"wonderful bed family recently stayed white swan nights, deluxe king deluxe twin room, rooms spacious nicely decorated pleasant come end day, hotel not new building comfort wanted, breakfast terrific, desk gave list recommended restaurants check offered help reservations, hotel convenient touring city really enjoyed it.in looking small hotel great location lots character recommend white swan, caution not good place elderly person, elevator small wait, used stairs time fine,  ",5,78
"overrated okay hotel bit overrated tripadvisor, room okay fireplace not working asked fix got fixed stay, no bath tub just shower, breakfast alright better breakfast holiday inn not good bed breakfast, elevator terrible old forgot close door did n't shut automatically nobody use elevator, times use stairs room floor.we switched different hotel commodore days,  ",2,60
"great experience, stayed alexis years ago seattle business, recommendation local sales office, wonderful wonderful time, interaction staff friendly fast, person travelling time hotel said definitely, pet lovers welcome sign pets nice touch legged friends home, great people come lobby dogs.the manager wine reception evening allowed meet guests, evening ended spending long time talking fellow travelers, problem lingered long dinner came quite late, especially stomach east coast time,  ",5,78
"better good hotel looks alexis magnificent decor stayed n't help notice basics overlooked, firstly shower pitiful power barely got wet weakness pressure temperature lukewarm, secondly horrible throwback overpriced mini-bar n't hiding cupboard right middle desk means staying exuberant child better hide sweets laced big, plus staff friendly helpful,  ",2,52
"excellent stay wow, fantastic stay, hotel perfectly located walked, rooms spacious decorated beautifully, offered accepted upgrade fabulous suite stay.my family stayed cruise 5 6 rooms decorated differently shaped differently really cool place stay, desk warm welcoming, food restaurant property wonderful bar building great little, met arrival, great enjoyed people area also.all great definitely stay visit~,  ",5,64
"absolute best hotel, alexis hotel far best excellent hotels life, service great food fantastic room warm feeling home plus, reccomend hotel course alexis,  ",5,27
"great spot, decided splurge stay downtown evening looking special, lovely staff desk feel welcome, room wonderfully upscale funky good way, comfortable bed fantastic shower, love unexpected turndown service, no view neat little terrace looked post st. windows triple glazed kept street noise minimum, checked morning treated old friends, definitely try,  ",5,59
"wish cool, alexis help seattle contacts tell alexis artful decorations staff place stay city young well-off hip, possessing none qualities frou-frou charm hotel working hard cool lost, concede caught alexis bad night elevators redone health club closed, version honeymoon suite awkward given traveling business, oddly suite laid way 20 foot hallway formed leading actual room cleared doorway, middle hallway leading dark staircase ventured no idea lead,  ",3,73
"pleasant stay upgrade difficult time check-in bellman took room realized occupied, wrong room number written key card, room took smoke-filled musty floor room just smelled despite non-smoking, ready hotel did n't options, fortunately frontdesk reassigned newer tower gave upgrade executive one-bedroom suite pleasant stay enjoyed spaciousness skylight living room, location perfect pike market piers, n't believe alexis, dated website photos suggest, appreciated one-bedroom room suite decent value bit 200/night,  ",3,78
"alexis hotel wonderful recently stayed alexis 3 nights, wonderful start finish, greeted warmly valets desk clerks everytime entered left hotel eager help needed, room clean comfortable bathroom spacious stocked aveda products, bookstore bar lobby great spot meal nightcap staff notch, not stress fantastic location, evening wine service definite plus, n't pass great boutique hotel, know visiting seattle ca n't imagine staying,  ",5,70
"charming hotel great location pleased alexis, charming little hotel walking distance pike market shops restaurants needed, staff friendly courteous especially valet staff bell hops, comfortable hotel beds slept,  ",4,32
"convenient clean comfortable connected amsterdam to/from cities europe spent night hotel beginning trip night end trip, couple minutes walk door airport hotel, new clean quiet, beds comfortable excellent long flight, price inexpensive compared city airport hotels, easy train ride city central train station just buy roundtrip ticket right airport 6 euro roundtrip, stay certainly recommend trying hotel, sincerely citizen m convert,  ",5,69
"awesome hotel concept, spent 2 weeks travelling europe stayed various hotels citizenm far best, awesome concept, clean worked perfectly hot water fluffy white pillows friendly helpful staff, loved moodpad, great location right airport early flight, definitely, major city europe proud owner citizenm hotel,  ",5,51
"yes, yes, yes, definitly best hotel schipol.two minutes slowly walking airport.very young entusiastic staff best regards olga help fligh cancelled anna germany warm welcoming fantastic coffe hotel new fantastic designed.i idea great waiting kind hotel poland warsaw, staying, thank,  ",4,45
"great place spend night looking room bed window spanning width room,  ",4,12
"really cool, hotel great travel group friends super relaxed living rooms lobby enjoy drinks food trendy design setting.compared citizenm hotels oldfashioned dull,  ",5,24
"best want thank omni making trip nyc memorable, family fell hard times right christmas cancel trip, able daughters christmas, omni wonderful, room spacious immaculate, staff accomodating friendly, time able stay omni, thank making holiday special,  ",5,43
"loved, reading recent reviews think lucky dont know, fabulous stay time ny right middle not noisy, ou room upgraded arrived son taken yummies toiletries room, staff friendly, definitely recommend,  ",5,35
"wow, start finish entire experience great, went making feel special wife birthday weekend, room adequately sized exceptionally clean, staying manhatten look no,  ",5,27
"great stay omni stayed omni girl weekend, room plenty big especially nyc standards people, staff friendly helpful, location great looking shop madison ave 5th ave. cabs aplenty subway nearby, walked times square central park, complaint hotel little noisy, hear people room people hall, little soundproofing long way,  ",4,55
"perfect stay, wonderful service received eduardo desk arrival moment left loved stay omni room lovely impressed bathroom, houskeeping fabulous job immaculate, amenities left nothing desired location 1.i new home new york, thank omni berkshire memorable weekend stay,  ",5,42
"fantastic experience stayed convention extremely nice, staff friendly accommodating onset stay, room nice beds comfortable bathrooms average, join select club stay enjoy free morning beverages robes internet access bed turned nightly mint, close just midtown short walk time square, hotel choice midtown manhattan,  ",4,49
"unbelievable hotel supposed category truly unbelievable awaken construction 7 am.as previous reviewer posted outright dishonest not advise guests.i spent 459 night tiny room special wake-up increasinlgy indifferent service.i usually stayed omni regency.guess having business,  ",1,35
"loved hotel simple loved hotel, loved bar restaurant fireside, room service great staff friendly location perfect absolutely nothing complain,  ",5,22
"friendly/helpful nice place stayed friday 3-16-07 mini blizzard sunday 3-18-07. town saint patrick day parade block walking distance convenient hear parade room nice, close radio city rock, center walked, spotless room staff friendly helpful definately return,  ",5,40
"great hotel great, booked regular twin room upgraded 1 bedroom suite, room spacious usually rooms nyc small, great amenities, join special guest program morning juice coffee delivered free room service, staff absolutly magnificent, stay christmas doorman remembered, n't stay else.we got really low price discount websites called hotel booked matched price gave early check 11am late check 5pm, unheard hotels days,  ",5,70
"excellent location 2 adults 1 child stayed omni berkshire thanksgiving, location unsurpassed walking distance rockefeller center broadway-times square central park, hotel staff extremely helpful knowledgeable local sites restaraunts, rooms little small kept, stay,  ",5,38
"omni great, partner stayed past weekend, generally prefer upper west tried omni location town weekend, staff nice rooms clean thing room shower no tub, no real problems, tried arrange car jfk concierge wanted 110.00, 50.00, nyc companies choose, rooms not coffee makers street great nyc deli great coffee,  ",4,57
"pleasant experience pleased october 8-10 stay omni, early check-in no problem, service pleasant efficient, price bit steep 319 fairly small nice room 2 double beds, complimentary room service beverages morning appreciated, nice bathroom ammenities, convenient location definately consider staying,  ",4,46
"great hotel madison avenue just returned night stay omni berkshire stayed deluxe king rooms room 434, hotel great wonderful lobby attentive concierge good room service, booked package expedia included airfare atlanta hotel room, room 289 night range weekend, wonderful place stay big apple,  ",5,48
"great hotel great location spent friday monday omni berkshire place got upgraded suite member omni select guest, beautiful spacious room particularly nyc standards not w style traditional tasteful, comfortable bed completely soundproof, complaint decor brass bucket fake plant tv bedroom, bother, complimentary paper beverage omni select guest nice touch, polite competent desk concierge, requested promptly, fitness centre adequate complimentary, great madison/52nd location right e subway, stay,  ",4,77
"excellent choice stayed hotel nights pre-cruise strength reviews tripadvisor.must say excellent choice, travel weary arrived transatlantic flight requested quiet room, staff check-in helpful cheerful gave needed, room comfortable clean complimentary internet facillities room.it oasis buzz ny streets, excellent location stone throw times square, rick cafe second floor welcomed complimentary wine cheese.the staff door helpful really went way make stay comfortable complimented.will certainly,  ",5,68
"oasis calm sister-in-law enjoyed stay excellent hotel, staff friendly helpful rooms lovely perfect size, breakfast wine cheese nice touch, yards times square no noise oasis calm come pounding streets, highly recommended,  ",5,36
"favorite second stay casablanca enjoyable stay, stayed 4 nights, hotel goes way accommodating staff just downright helpful friendly happy hotel, especially enjoy rick cafe second floor available guests 24 hours day reading refreshing snack catch email, morning delicious breakfast available evening wine cheese crackers served guests rick cafe, rooms beautifully clean small midwest well-designed comfortable especially beds, love casablanca hotel, disappointment trip wanted extend stay night n't,  ",5,75
"terrific experience, excellent experience, great location close, staff hotel extremely accommodating, clean rooms nice ammenities ca n't wait return,  ",5,24
"reviews hotel mark hotel expected tripadvisor reviews quiet place close madness times square, cafe rick provides relaxed homey feel free wine cheese reception evenings sunday great way unwind day sightseeing, staff outstanding genuinely feel like guests home,  ",5,40
"perfect, just got long weekend new york casablanca perfect base stay, location ideal just times square near subway n't hear noise room, room near hotel quite large, clean comfortable nice amenities bath robes ice bucket wine glasses city guide.the hotel staff friendly went way help, breakfast varied wine cheese free flowing coffee tea nice touch.the brooklyn diner door good worth visit.would definitely recommend hesitation,  ",5,70
"absolutely wonderful wonderful serene oasis city millions, steps away times square entering hotel peacefulness eveloping, lounge wonderful treat morning afternoon, wonderful treated meet travellers business people share experiences.loved,  ",5,32
"great hotel, perfect location just yards times square, hotel small cosy provides friendly service, complimentary breakfast evening wine cheese buffet adds little extra touch, interior design style gives family-like atmosphere wife pleasant stay, drawback close street level new york noisy day night recommend bring earplugs improved sleep, really not hotel loved recommend stay time,  ",5,61
"great room great staff great location, read rooms small, great, beds room plenty big, noticed grout tile beautiful bathroom snow white told lot, lounge staff n't nicer great selection morning did n't eat breakfast, location perfect, walk, great experience way people new york kind friendly, texas not expected, time n.y. best times had.chris tx,  ",5,65
"splendid time arrived new york having travelled sydney new york q.v, qm2, terminal booked suv ready, hotel luggage 7 ports taken room, whilst new york monday 28th april saturday 3rd courtesy attention exigencies given graciously, leaving saturday sought taxi available ports assembled taxi, enjoyed constant breakfast internet access, damned good cup tea.we recommend highly casablanca hote communicated professional colleagues.we shall staying casablanca october year.robert carmel luttonshortland new south walesaustralia,  ",5,77
"excellent stay casablanca casablanca perfect location wish central location like walk, closeby including broadway play, restaurants immediate area great, staff rick cafe desk helpful extremely enjoyable spend minutes chatting, requested quiet room enjoyed restful sleep night thought amazing close proximity time square,  ",5,47
"casablanca great, great location right times square, beautiful little hotel loved casablanca theme, rooms small adequate nice bathroom immaculately clean, complimentary drinks nibbles evening rick cafe welcome hard day sightseeing, rick nice place relax chat just read newspaper, complimentary internet access handy too.would definitely stay,  ",5,52
"gem hotel heart nyc fourth stay casablanca, staff friendly helpful, complimentary continental breakfast nice touch, afternoon wine cheese service, great way unwind, rooms bit small manageable, rooms entire hotel clean,  ",4,37
"best best, read reviews thought ok just good place happy report better expected, place close times square thought noise, slept window open quiet.the staff level fantastic jump chance help you.the hotel service mind ca n't beaten stayed st regis nyc come time.you walk n't want walk no problem finding cab jumping bus subway.love hotel,  ",5,58
"new york value stayed 4 nights transatlantic sea crossing, hotel superb value city hotel costs high, hotel staff available help obtrusive, real plus hotel mentioned reviews location, restaurants shops museums difficulty, hotel includes continental breakfast wine cheese evening reasonable rates, rare new york experience, certainly stay returning new york,  ",5,57
"great experience, stayed new years eve holiday week 2007. class, room beautiful classic european flair, small typical nyc, desk service class responsive, continental breakfast cocktail hours not missed, ca n't wait 2008,  ",4,39
"special visited new york time december christmas decorations, high expectations hotel not disappointed, rooms toiletries staff breakfast coffee machine excellent hotel fantastic location time visitor.my husband room quiet window open night problem, parents room did quite bit noise street.apart n't fault n't want stay return ny,  ",5,50
"hidden gem stayed 5 nights casablanca 7 december, not speak highly hotel, excellent friendly staff quiet appointed rooms unexpected nyc rick cafe complimentary breakfast buffet afternoon coffee evening wine, placed times square casablanca none unnecessary bling large chain hotels forced false coolness boutique hotels, instead warm friendly ambience moment arrive, staff make real effort know help make stay nyc good experience.have stayed number hotels nyc years best, definitely return recommend highly,  ",5,78
"love casablanca just stayed casablanca married new york, bunch people party booked sister parents husband groomsmen cousins friends england, absolutely fantastic experience, service dream nice, used hotel lobby wonderful snacks wine nights convenient meet-up spot not staying hotel overall treated like visiting royalty, expensive property price range expected times square thought just beautiful wonderful clean overall ridiculously good, checked staff joked wanted stay forever not forget come anniversaries wo n't,  ",5,77
"amazing service start finish stay casablanca hotel outstanding, room good size new york standards large bathroom, clean comfortable, staff amazing, service par hotels like seasons not better, location excellent right heart times square hotel quiet peaceful know, nightly wine champagne reception great bonus, ca n't recommend hotel,  ",5,55
"say little point repeating good said hotel just say fabulous real middle chaos times square,  ",5,16
"stay hotel ny stayed couple nights hotel, right heart times square, previous review said rooms small immaculately clean serviced quite, little local knowledge ask room no noise street unlike hotels stayed previously.the staff helpful immpecable manners worked good nature.the glass wine provided lounge stayed 3 hours offer welcome, crackers cheese grapes complimented choice red white fizzy wine, oh coffee tea cookies available 24hrs.we stay no hesitation recommending hotel.kr,  ",5,74
"just great hotel having just returned night stay casablanca felt excellant review hotel written, view real gem not say hotel planning visit new york want good hotel look no best, dont just word book wont dissapointed,  ",5,39
"loved rooms small, extremely friendly staff immaculate rooms, continental breakfast average lounge area maintained, wine tasting refreshing, suggestions staff helpful, main limitation size room, uncomfortable small spaces room approximately 11 16 not place, hand location excellent told ny hotels small rooms, restaurant door tony good, portion,  ",4,56
"casablanca n't nicer, adored casablanca ca n't wait, staff not helpful location perfect sightseeing shows, folks desk greeted eager assist, going april definitely staying casablanca,  ",5,30
"friendly hotel fantastic location friend stayed casablanca 4 nights june amazed close times square hotel located, literally couple steps corner, added bonus room overlooked internal courtyard did not view meant completely quiet night time city sleeps, slight problem plumbing bathroom rectified couple dozes plunger, recommend hotel likes stay small hotel looking friendly atmosphere central location,  ",4,60
"ca n't wait visit, second visit casablanca hotel new york city, wonderful experience, rick cafe delicious welcome oasis breakfast wine cheese spending day city, hotel staff tops friendly knowledgeable nyc,  ",5,35
"great hotel great hotel cetre time square helpful friendly staff leaving bag left forwarded uk days.would stay hotel,  ",5,19
"casablanca say, casablanca hotel week loved, truly oasis, highly recommend wo n't disappointed,  ",5,17
"liked, sort hotel small friendly nicely presented spotlessly clean, great reception staff friendly, rooms little small not untypical new york faced rear hotel suffered noise badly huge neighbouring air plant not hotels, fairness room offered nights night passed, thats criticism inclusive nice buffet cheese wine snacks internet, great location busy bustling new yorkt heatre shopping areas,  ",4,63
"best place stay nyc stayed seven days 22nd looking reviews tripadvisor, say not disappointed, location perfect rooms comfortable clean quiet amazing considering close times square, breakfast lovely saved fortune spend tiffanys did day snacks wine cheese staff went way help needed directions reservations, italian door tonys wonderful food, highly recommend hotel certainly return,  ",5,59
"fantastic believe read best hotels stayed in.from minute arrive staff ca n't make stay comfortable memorable.it oasis calm peace not believe just outside door times square.the location perfect coming days sightseeing free coffee juice fruit cookies welcome sight, wine cheese evening free wonderful way start evening.the beds pillows comfortable ceiling fans room really cool night day, truly wonderful hotel definate visit new york n't hesitate,  ",5,68
"clean comfortable accommodating hate away info terrific places harderto book need, applaud casablanca clean comfortable hotel staff went way help, change reservations weekend family medical emergency, unsure day arrive, hotel manager staff worked make certain room finally got, staff friendly kind helpful, room clean quiet times square steps away hotel, bathroom sparkled, breakfast delicious free room charge hotel walk multiple subway lines quickly, good choice,  ",5,75
"home home manhattan felt home minute arrived casablanca, staff uniformly friendly helpful intrusive service class, location n't better just yards bustle times square inside quiet relaxed, perfect place return busy day sightseeing.the room little small spotless decor just right warm intimate feel, breakfasts good complimentary drinks evening, lounge pleasant place relax.we definitely return casablanca recommend unreservedly, absolute delight hp cambs uk,  ",5,68
"casablanca perfect, just returned 6 nights wonderful boutique-like hotel, member staff friendly helpful hotel perfect location noise craziness times square, ricks cafe great breakfast really did set day, 6 people party not hesitate staying casablanca truly hospitable not wait stay soon,  ",5,46
"staff makes hotel wife nyc june wedding anniversary picked hotel based tripadvisor recommendations absolutely mark hotel, easy access downtown, food wine room staff 5 star hotel pool gym 10 10 instead 9.8 10,  ",5,36
"excellent choice theatre district live area chose stay overnight midtown wine tasting corner, pros location location location, just steps times square, surprisingly quiet manhattan hotel, convenient inexpensive parking right door, attentive friendly staff total can-do attitude, beautiful comfortable common areas, coffee tea available 24/7, room decor themed welcome change ho-hum routine, large shower comfortable, sparkling clean.con bed lumpy sure changed room mentioned it.enjoy stay incredible gem midtown,  ",5,78
"home home casablanca described home home, perfect haven tranquility set just times square location not better, staff attentive not, book venere did n't room option arrived casablanca room bed extremely small, asked reception bigger room told nothing available night superior room day duration stay no extra charge want, room transfered perfect size room bed come expect hotels usa, absolutely loved recommend hesitation travelling new york jem 5 stars,  ",5,75
"kitschy campy cool rates starting north 225 night choosing lodging nyc carries risk cities, property size price brand e.g. hilton won__Ç_é_ happen hotel casablanca, unfortunate hotel offers originality great location theater district, theme nominally organized movie casablanca advertising suggest arabesque touches make memorable stay, free continental breakfast think muffins coffee evening wine cheese reception timed shows make complete lack view unless escapes inspiring, staff solicitous rooms clean small midtown manhattan standards,  ",4,78
"casablanca stay sam stayed hotel october 7th 11th excellent stay, booked directly hotel web site no problems reservations communications prior stay.this trip nyc did n't know expect delighted hotel love casablanaca theme decor staff friendly helpful room bigger exepected fantastic bathroom shower location 100yards time sqaure, cleanliness public areas room excellent.the hotel oasis calm right times square.the room rate expensive opinoion worth definately stay, people mentioned busy area no problems noise.breakfast afternoon snacks great.thoroughly recommend,  ",5,79
"great place stay traveled extensively highly recommend casablanca.although feel room cost high excellent continental breakfast included plus afternoon wine cheese, nyc hotels not include breakfast let wine/ cheese, staff attentive friendly great location quiet atmosphere superior rooms make casablanca real value,  ",5,44
"wonderful place celebrate 20th anniversary place best, really quiet, staff just perfect, loved ability walk snacks day wanted wine cheese social evening.i wanted make 20th anniversary special casablanca happen, again.john kori,  ",5,36
"wonderful, just got 1 night casablanca, location excellent just 3 doors times square near parking garage discounted rates, hotel tastefully decorated beautiful lounge second floor complimentary buffet breakfast served morning complimentary wine cheese party held evening, rooms clean clean clean appointed, oasis epicenter new york offer great snack restaurant tony door, great meal patsy saw comedy carolines, return casablanca,  ",5,67
"great experience, daughter stayed long weekend ca n't say enoughgood facility staff, large room 2 comfortabledouble beds adequate bathroom complimentary bottles water relaxingdecor, breakfast/lounge room large comfortable plenty ofnewspapers available, greaticed tea hours refreshing coming 90+degree heat, evening wine cheese perfect tide overbefore late dinner, best polite andhelpful desk clerks tour bus arrangements restaurantrecommendations gave maps detailed directions greatgood humor helpful attitude, recommendthe casablanca heartbeat heading nyc,  ",5,75
"better hotels amenities nice staff not exception bellman, felt like invisible, expect great service room price, plenty hotels nyc, times square busy hated maylay daily basis, highly recommend salisbury 57th great service great local nice room lower rates,  ",3,44
"great, wife just spent 2 nights casablanca hotel 25 27 april moment arrived staff not friendly helpful.it small hotel 43 rooms bedrooms lounge area nicely decorated.complimentary coffee snacks available day, right times square great location, n't miss,  ",5,41
"wonderful stayed 2 nights special birthday celebration weekend, staff friendly hospitable, accommodations comfortable immaculate, 2nd floor lounge real plus beverages/snacks available 24 hours, n't miss wine/cheese 5-8 piano player friday nights, location right time square stay feel left city, totally quiet relaxed atmosphere, definitely place stay future trips new york,  ",5,58
"fantastic stayed casablanca 4 nights 6th february, advised hotel anniversary upgraded deluxe room bottle chilled champagne delivered room, nice touch, days arrival received phonecall hotel regarding transport airport, room bathroom extremely clean nice decor, staff excellent extremely pleasant helpful, cheese wine welcome cold day outside, gripe room hotel small bit noisy, booking ask room, location superb, hotel highly recommended,  ",5,70
"great little hotel truly oasis middle new york yards time square, rooms beds little small, great friendly hotel, no complaints whats,  ",5,25
"excellent absolutely excellent hotel, no faults, room clean fussy adequate room, buffet breakfast great start day wine cheese popcorn evening greatly appreciated long day exploring shops nyc.the staff extremely helpful definitely returning hotel doubt,  ",5,38
"oasis times square spent 4 nights 5 days nyc trip, comming doors provided immediate cool quiet welcoming environment heat noise pollution crowd times square, staff helpful friendly, breakfast afternoon wine cheese not complimentary ample rick nice room spread comfortably, room n't large just fine furniture comfortable clean, housekeeping staff quick unobtrusive hotel staff courteous helpfulwith requests dining recommendations tickets general questions, recommended definitely return,  ",5,71
"wonderful wonderful hotel traveled quite lot trip time square, chose casablana reviews read booking hotel, not dissapointed, clean rooms exceptional staff piece heaven midst chaos time square, tom nick peter lenny andrew rest staff went make stay enjoyable, personable informative, stay return times square area,  ",5,52
"oasis civility amidst hustle bustle times square, casablanca hotel oasis civility just steps hustle bustle times square, prime location easy walking distance major attractions, small hotel provides level personal service attention unheard large hotels, greeted welcomed returning hotel, room maintained clean extremely quiet, rick cafe second floor lounge area amenity enjoyed quite, stayed large new york hotels none match feel comfort casablanca, home away home,  ",5,74
"delivered promised casablanca exactly advertised, nice price welcoming staff perfect location, hotel 50 feet center times square, 17 dollar day savings parking garage door nice perk, rooms small decorated keeping theme comfortable, ask room 04 304 404, larger bathrooms, tony d restaurant downstairs excellent, rick cafe second floor perfect spot complementary evening cup coffee snack free morning breakfast, definitely staying casablanca visit new york,  ",5,74
"nice booked casablanca weekend primarily location good reviews trip advisor, queen room 209 225 nice size nyc clean, nice lounge 2nd floor free breakfast evening wine cheese piano music friday night, nice quiet lounge 2nd floor incoming/outgoing guests 1st floor.front desk staff helpful, street-side room 403 did not noisy infrequent sirens,  ",4,56
